단지명,계약일자,거래금액,전용면적,층,건축년도,도로명
들말한보타운,2024-05-07,26000,84.98,4,1997,평거로39번길
한보은빛마을,2024-05-03,24500,84.86,4,2002,천수로
한보은빛마을,2024-05-03,24500,84.86,4,2002,천수로
금산느티나무,2024-05-04,16200,74.88,11,2003,중천로
대경아르떼빌,2024-05-07,10200,38.09,2,2002,동부로67번길
화인,2024-05-02,8500,65.07,10,1994,상봉대룡길
가좌주공2차,2024-05-10,12500,44.94,2,1993,가호로
평거하우스토리,2024-05-10,46000,134.1,4,2009,진양호로239번길
금산흥한골든빌,2024-05-08,16000,84.88,12,2002,금산로
금산흥한골든빌,2024-05-08,5650,37.84,8,2002,금산로
동성가든타워,2024-05-09,10700,59.4,13,1994,진주대로
청구타운,2024-05-07,13700,59.99,10,1997,대신로475번길
현대,2024-05-07,14000,84.99,4,1991,모덕로181번길
신안주공3,2024-05-07,14000,59.8,1,1997,석갑로
벽산블루밍(구)동신,2024-05-07,10000,59.76,16,1993,진양호로125번길
엠코타운더프라하,2024-05-01,46000,84.9651,22,2014,새평거로
스카이시티프라디움,2024-05-06,46500,84.991,9,2019,개양로
엠코타운더프라하,2024-05-01,71000,118.6034,28,2014,새평거로
진주혁신도시중흥에스-클래스더퍼스트,2024-05-02,69800,99.864,2,2020,충의로
가좌주공1차,2024-05-08,13000,41.3,7,1993,가호로
가좌주공1차,2024-05-08,14000,49.94,13,1993,가호로
망경한보타운,2024-05-02,16250,84.82,4,1997,망경로
상대주공,2024-05-04,6800,40.99,3,1980,상대로
대동,2024-05-06,6600,55.97,5,1979,도동천로184번길
혁신도시엘에이치아파트8단지,2024-05-07,30700,59.97,17,2015,사들로
대림,2024-05-02,16000,136.3,12,1993,향교로115번길
가좌주공1차,2024-05-02,15900,49.94,13,1993,가호로
혁신도시엘에이치아파트8단지,2024-05-07,31300,59.97,13,2015,사들로
진주정촌대경파미르,2024-05-01,32200,84.9625,9,2019,삼일로106번길
진주정촌대경파미르,2024-05-07,29000,76.253,20,2019,삼일로106번길
대화강변마을,2024-05-02,15800,80.38,7,1998,도동천로
칠암한주타운,2024-05-04,21000,108.84,17,1995,강남로
쌍용,2024-05-07,16800,84.96,13,1996,말티고개로108번길
포레나신진주,2024-05-04,43900,84.9543,36,2019,진주역로96번길
현대,2024-05-07,30000,103.94,11,2000,진주대로815번길
진주롯데인벤스,2024-05-07,39500,146.83,11,2008,향교로
진주푸르지오1단지,2024-05-03,22000,84.9414,3,2007,덕의길
이현하이클래스웰가,2024-05-03,30500,84.98,15,2008,진주대로
한림풀에버,2024-05-06,34000,67.1597,3,2015,소호로
진주혁신도시중흥에스-클래스센트럴시티3단지,2024-05-03,63500,99.8146,30,2020,에나로175번길
현대금빛마을,2024-05-04,9500,84.876,12,2000,진산로
진주문산파란채,2024-05-03,21500,84.9015,4,2010,월아산로1048번길
한림풀에버,2024-05-02,41500,84.9088,3,2015,소호로
진주정촌대경파미르,2024-05-06,27300,66.1957,19,2019,삼일로106번길
진주푸르지오1단지,2024-05-05,23200,84.9414,9,2007,덕의길
신안주공3,2024-05-05,11600,39.99,15,1997,석갑로
진주센트럴자이,2024-05-06,33000,84.5289,3,2013,도동천로
힐스테이트초전,2024-05-02,42800,84.9196,2,2019,초북로
초전해모로루비채2단지,2024-05-05,37500,84.9671,19,2014,초북로
남강휴먼빌,2024-05-04,32000,84.9499,24,2010,순환로
현대금빛마을,2024-05-03,6600,59.28,13,2000,진산로
금산느티나무,2024-05-03,11500,59.42,11,2003,중천로
이현주공,2024-05-01,13700,49.22,3,1983,서장대로
이현하이클래스웰가,2024-05-01,30000,84.07,11,2008,진주대로
현대,2024-05-02,19400,84.55,12,1989,천수로
원정로얄팰리스,2024-05-01,22200,76.25,7,2005,진양호로225번길
신안주공1,2024-05-02,22500,84.98,2,1998,신안들말길
신안주공3,2024-05-01,15000,49.96,8,1997,석갑로
힐스테이트초전,2024-06-10,43000,84.9351,19,2019,초북로
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-06-18,56000,84.9815,9,2020,에나로175번길
스카이시티프라디움,2024-06-21,46800,84.9818,13,2019,개양로
동일스위트,2024-06-19,24500,84.725,3,2008,공단로
현대금빛마을,2024-06-07,11700,84.876,12,2000,진산로
진주혁신도시대방노블랜드더캐슬아파트,2024-06-29,60500,84.9474,3,2018,사들로
동일스위트,2024-06-19,24500,84.725,3,2008,공단로
평거휴먼시아4단지,2024-06-24,27000,59.98,6,2011,새평거로
혁신도시엘에이치아파트8단지,2024-06-26,28500,59.97,17,2015,사들로
남강휴먼빌,2024-06-24,33100,84.9499,28,2010,순환로
진주초전푸르지오1단지,2024-06-20,39200,84.77,16,2009,초장로14번길
금호석류,2024-06-25,25500,84.87,9,1999,강남로
한주한보,2024-06-20,14800,59.73,12,1995,망경로296번길
진주초전푸르지오1단지,2024-06-27,36800,84.77,20,2009,초장로14번길
진주정촌대경파미르,2024-06-29,28500,76.253,15,2019,삼일로106번길
벽산블루밍(구)동신,2024-06-26,10700,59.76,4,1993,진양호로125번길
들말대경,2024-06-25,27500,84.99,9,1998,석갑로53번길
진주혁신도시중흥에스-클래스센트럴시티2단지,2024-06-16,60500,99.8723,10,2020,에나로
한림풀에버,2024-06-27,41500,84.9088,13,2015,소호로
현대,2024-06-29,20500,59.92,14,2000,진주대로815번길
현대,2024-06-12,17500,84.93,1,1996,하대로
진주혁신도시중흥에스-클래스센트럴시티3단지,2024-06-28,51000,84.8046,7,2020,에나로175번길
혁신도시엘에이치아파트9단지,2024-06-22,33400,59.97,13,2017,사들로
엠코타운더프라하,2024-06-25,44500,84.9651,29,2014,새평거로
더퀸즈웰가,2024-06-27,32500,58.7908,19,2015,새평거로
주공그린빌,2024-06-27,17500,59.27,2,2005,내동로348번길
주공그린빌,2024-06-27,24000,84.9,2,2005,내동로348번길
스카이시티프라디움,2024-06-21,46800,84.9818,13,2019,개양로
더퀸즈웰가,2024-06-22,43500,84.7157,7,2015,새평거로
이현하이클래스웰가,2024-06-17,27000,75.07,14,2008,진주대로
진주혁신도시라온프라이빗아파트,2024-06-25,51000,84.9087,7,2017,대밭골로
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-06-28,56000,84.9815,9,2020,에나로175번길
진주초전푸르지오1단지,2024-06-30,50600,134.68,8,2009,초장로14번길
포레나신진주,2024-06-12,44500,84.9543,31,2019,진주역로96번길
진주혁신도시대방노블랜드더캐슬아파트,2024-06-14,61800,84.9474,19,2018,사들로
신안주공3,2024-06-18,14300,59.8,1,1997,석갑로
센트렐웰가,2024-06-26,53500,84.8133,26,2018,진주역로73번길
진주초장엠코타운더이스턴파크,2024-06-30,31800,73.556,17,2014,초북로
신안주공3,2024-06-18,14560,59.8,15,1997,석갑로
신안주공3,2024-06-18,14580,59.8,14,1997,석갑로
신안주공3,2024-06-18,14900,59.8,15,1997,석갑로
이현하이클래스웰가,2024-06-30,26700,75.07,17,2008,진주대로
시티프라디움,2024-06-29,47700,84.9909,21,2020,진주역로
진주초전푸르지오1단지,2024-06-20,39200,84.77,16,2009,초장로14번길
이현하이클래스웰가,2024-06-25,46900,148.01,7,2008,진주대로
진주혁신도시대방노블랜드더캐슬아파트,2024-06-25,62500,84.9899,20,2018,사들로
현대금빛마을,2024-06-21,10000,59.28,10,2000,진산로
진주혁신도시대방노블랜드더캐슬아파트,2024-06-27,62000,84.9474,7,2018,사들로
진주혁신코오롱하늘채,2024-06-23,39000,84.95,16,2014,사들로
진주초장엠코타운더이스턴파크,2024-06-05,30700,73.556,25,2014,초북로
그린타운,2024-06-29,10900,68.9,2,1992,석갑로156번길
현대,2024-06-30,21400,59.92,5,2000,진주대로815번길
스카이시티프라디움,2024-06-20,48000,84.991,25,2019,개양로
진주혁신도시중흥에스-클래스더프라임,2024-06-28,52000,84.9912,3,2019,소호로19번길
진주강남동일동미라주,2024-06-27,32300,75.998,10,2021,진주대로891번길
평거휴먼시아3단지,2024-06-19,40500,84.97,14,2011,새평거로
힐스테이트초전,2024-06-29,44000,84.9196,26,2019,초북로
금산흥한골든빌,2024-06-21,12500,58.12,10,2002,금산로
한림풀에버,2024-06-21,36000,67.3717,9,2015,소호로
진주푸르지오1단지,2024-06-17,22200,84.9414,3,2007,덕의길
진주평거엘크루,2024-06-10,49200,84.9195,12,2016,새평거로
두산위브,2024-06-27,30000,138.043,15,2009,중장로154번길
스카이시티프라디움,2024-06-12,50000,84.991,17,2019,개양로
혁신도시엘에이치아파트8단지,2024-06-26,30500,59.97,6,2015,사들로
센트렐웰가,2024-06-22,50000,84.9222,20,2018,진주역로73번길
초전해모로루비채2단지,2024-06-24,33000,84.9671,21,2014,초북로
한보은빛마을,2024-06-29,27800,109.17,10,2002,천수로
이지더원,2024-06-23,36000,73.2086,4,2018,초장로
혁신도시엘에이치아파트8단지,2024-06-22,31000,59.97,18,2015,사들로
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-06-13,54500,84.9815,18,2020,에나로175번길
혁신도시엘에이치아파트8단지,2024-06-12,28800,59.97,11,2015,사들로
두산위브,2024-06-28,21500,84.994,4,2009,중장로154번길
힐스테이트초전,2024-06-21,43700,84.9196,21,2019,초북로
흥한타운,2024-06-22,17800,84.95,5,1995,대신로243번길
동일스위트,2024-06-12,27400,84.725,17,2008,공단로
진주센트럴자이,2024-06-23,36100,84.956,17,2013,도동천로
가좌주공1차,2024-06-18,14700,49.94,5,1993,가호로
혁신도시엘에이치5단지,2024-06-29,35000,84.95,18,2014,충의로
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-06-20,55000,84.9815,15,2020,에나로175번길
가좌주공1차,2024-06-29,12000,38.64,8,1993,가호로
일동,2024-06-26,10500,59.86,13,1994,초전북로
상봉1,2024-06-20,8000,41.389,3,1976,창렬로
한보힐타워,2024-06-30,8000,55.89,4,1992,상대로143번길
흥한,2024-06-18,8900,84.75,5,1990,선학산길
상평동신,2024-06-27,7600,40.56,6,1997,돗골로117번길
진주혁신도시대방노블랜드더캐슬아파트,2024-06-14,60000,84.9474,9,2018,사들로
가좌주공2차,2024-06-26,13400,41.3,4,1993,가호로
덕산,2024-06-17,13300,75.75,5,1995,서장대로178번길
진주혁신도시중흥에스-클래스센트럴시티2단지,2024-06-14,52700,84.9815,8,2020,에나로
신안주공2,2024-06-16,11650,39.99,6,1996,신안들말길
한주럭키타운,2024-06-24,23400,84.81,6,1990,진주대로
진주혁신도시중흥에스-클래스더퍼스트,2024-06-19,85000,113.4763,2,2020,충의로
신안주공2,2024-06-21,15300,59.8,2,1996,신안들말길
엠코타운더프라하,2024-06-14,47450,84.933,35,2014,새평거로
엠코타운더프라하,2024-06-28,47000,84.933,34,2014,새평거로
초전흥한,2024-06-20,23500,84.68,11,2001,초전남로
망경한보타운,2024-06-20,12100,59.44,20,1997,망경로
시티프라디움,2024-06-22,45700,84.9909,36,2020,진주역로
진주문산코아루,2024-06-21,27500,84.9867,6,2010,월아산로1117번길
평거휴먼시아4단지,2024-06-29,35000,84.98,12,2011,새평거로
제일풍경채,2024-06-12,55500,138.9363,4,2007,가좌안골길21번길
스카이시티프라디움,2024-06-21,50000,84.9898,23,2019,개양로
센트렐웰가,2024-06-19,50000,84.8133,30,2018,진주역로73번길
혁신도시엘에이치아파트8단지,2024-06-29,29900,59.97,7,2015,사들로
현대,2024-06-26,15700,59.96,5,1997,초전남로
칠암한주타운,2024-06-24,19500,108.84,7,1995,강남로
현대,2024-06-22,21800,59.92,20,2000,진주대로815번길
초전해모로루비채4단지,2024-06-24,38000,84.9908,10,2014,초북로
대영,2024-06-24,10900,65.97,13,1992,말티고개로
망경한보타운,2024-06-19,19900,84.82,11,1997,망경로
더퀸즈웰가,2024-06-23,34500,66.3912,5,2015,새평거로
진주혁신도시센텀리버파크,2024-06-21,41000,84.95,9,2013,사들로
주공그린빌,2024-06-18,19500,59.27,8,2005,내동로348번길
가좌주공1차,2024-06-23,11500,38.64,10,1993,가호로
센트렐웰가,2024-06-19,49200,84.9222,8,2018,진주역로73번길
평거현대1,2024-06-22,22800,84.75,14,1993,평거로115번길
진주초전푸르지오2단지,2024-06-19,43000,101.977,4,2010,초장로14번길
동신,2024-06-15,10150,84.6,9,1992,광제산로
가좌주공1차,2024-06-28,14300,41.3,11,1993,가호로
진주혁신도시중흥에스-클래스센트럴시티3단지,2024-06-27,50250,84.8046,10,2020,에나로175번길
금산e편한세상,2024-06-21,28300,121.9893,8,2008,금산순환로80번길
진주혁신코오롱하늘채,2024-06-14,37000,75.84,6,2014,사들로
대림,2024-06-22,16500,84.44,14,1995,말티고개로
한림풀에버,2024-06-27,36000,67.3717,9,2015,소호로
주공그린빌,2024-06-27,20000,59.27,12,2005,내동로348번길
남강휴먼빌,2024-06-15,41500,120.5794,24,2010,순환로
진주혁신도시중흥에스-클래스더프라임,2024-06-04,57300,97.7268,7,2019,소호로19번길
신안주공2,2024-06-12,12200,49.97,10,1996,신안들말길
하영무지개맨션,2024-06-25,12000,83.7,12,1993,진양호로
초전흥한,2024-06-14,24200,103.99,3,2001,초전남로
진주혁신도시대방노블랜드더캐슬아파트,2024-06-27,62000,84.9899,5,2018,사들로
더퀸즈웰가,2024-06-23,40000,84.7157,2,2015,새평거로
신진주라비에데시앙,2024-06-07,46560,84.9786,7,2024,개양로
흥한타운2,2024-06-22,15000,59.935,9,1995,평거로139번길
대경,2024-06-12,26000,83.304,13,2000,가호로
주공그린빌,2024-06-26,19300,59.27,18,2005,내동로348번길
금산흥한골든빌,2024-06-25,7850,48.31,2,2002,금산로
송학맨션,2024-06-08,15300,83.26,2,1984,동진로119번길
엠코타운더프라하,2024-06-13,34000,67.2755,2,2014,새평거로
대동디지털황토,2024-06-15,27500,84.6814,10,2003,가호로44번길
센트렐웰가,2024-06-25,44000,75.3872,11,2018,진주역로73번길
금광팰리스,2024-06-03,19000,84.732,7,2011,진양호로570번길
동신,2024-06-14,6500,59.92,4,1992,광제산로
가호에일린의뜰,2024-06-03,41500,84.9982,16,2012,강변길
엠코타운더프라하,2024-06-15,42900,84.933,29,2014,새평거로
진주빌라맨션,2024-06-25,6800,82.3,5,1989,서장대로213번길
포레나신진주,2024-06-06,48000,84.9515,10,2019,진주역로96번길
가좌주공1차,2024-06-17,16500,49.94,13,1993,가호로
신안주공1,2024-06-19,26000,84.98,6,1998,신안들말길
금산흥한골든빌,2024-06-24,5800,37.84,3,2002,금산로
동국한양빌라,2024-06-25,8000,73.26,2,1992,월아산로
더퀸즈웰가,2024-06-10,42800,84.9163,17,2015,새평거로
힐스테이트초전,2024-06-22,47400,91.2066,31,2019,초북로
삼성,2024-06-14,16000,59.886,2,1996,동부로43번길
칠암한주타운,2024-06-25,21000,108.84,17,1995,강남로
한보타운,2024-06-20,14500,84.6,15,1993,진양호로97번길
한주럭키타운,2024-06-19,20500,76.58,11,1990,진주대로
이현하이클래스웰가,2024-06-20,36000,110.1,5,2008,진주대로
진주혁신도시센텀리버파크,2024-06-25,36900,84.95,2,2013,사들로
이현하이클래스웰가,2024-06-20,28000,84.98,1,2008,진주대로
한림풀에버,2024-06-24,42200,84.9088,9,2015,소호로
들말한보타운,2024-06-16,21700,59.8,12,1997,평거로39번길
신안주공1,2024-06-01,25000,84.98,6,1998,신안들말길
한림풀에버,2024-06-07,35000,67.1597,5,2015,소호로
대영,2024-06-16,9600,65.97,1,1992,말티고개로
진주혁신코오롱하늘채,2024-06-14,38200,84.95,12,2014,사들로
한보힐타워,2024-06-15,8500,59.88,6,1992,상대로143번길
금산느티나무,2024-06-03,13500,59.42,7,2003,중천로
금산흥한골든빌,2024-06-24,11800,58.12,9,2002,금산로
한보타운,2024-06-20,9400,59.94,12,1993,진양호로97번길
초전해모로루비채4단지,2024-06-18,43700,100.8994,10,2014,초북로
들말대경,2024-06-07,18300,59.595,8,1998,석갑로53번길
평거현대2,2024-06-18,25200,84.832,11,1994,신안들말길
대동디지털황토,2024-06-23,20800,59.9762,12,2003,가호로44번길
더퀸즈웰가,2024-06-11,42600,84.9163,30,2015,새평거로
힐스테이트초전,2024-06-16,43500,84.9196,6,2019,초북로
혁신도시엘에이치아파트9단지,2024-06-10,30000,59.97,3,2017,사들로
평거휴먼시아4단지,2024-06-01,36200,84.95,10,2011,새평거로
진주초장엠코타운더이스턴파크,2024-06-11,36000,84.977,20,2014,초북로
한보은빛마을,2024-06-21,27000,109.17,8,2002,천수로
신안주공1,2024-06-11,25200,74.83,9,1998,신안들말길
센트렐웰가,2024-06-12,48000,84.9914,3,2018,진주역로73번길
진주푸르지오1단지,2024-06-16,23750,84.9414,7,2007,덕의길
진주혁신도시센텀리버파크,2024-06-18,40900,84.95,16,2013,사들로
동명,2024-06-05,15800,59.8092,7,2007,돗골로
진주초전푸르지오1단지,2024-06-17,39600,84.77,18,2009,초장로14번길
에스디푸른마을,2024-06-13,18800,84.945,2,2010,상봉대룡길
진주푸르지오1단지,2024-06-20,27800,115.1967,10,2007,덕의길
평거현대2,2024-06-21,17000,59.92,5,1994,신안들말길
동서훼밀리,2024-06-05,7200,55.89,8,1992,선학산길
혁신도시엘에이치아파트9단지,2024-06-22,30000,59.97,17,2017,사들로
금산흥한골든빌,2024-06-21,12500,58.12,10,2002,금산로
금산흥한골든빌,2024-06-21,8700,48.31,3,2002,금산로
진주혁신도시중흥에스-클래스더프라임,2024-06-21,54500,84.9858,7,2019,소호로19번길
