단지명,계약일자,거래금액,전용면적,층,건축년도,도로명
센트렐웰가,2024-04-09,50600,84.9914,17,2018,진주역로73번길
고려,2024-04-05,6000,59.4,8,1994,동부로
들말대경,2024-04-07,18800,59.595,10,1998,석갑로53번길
신안주공3,2024-04-04,16200,59.8,7,1997,석갑로
평거현대2,2024-04-05,16000,59.92,5,1994,신안들말길
진주정촌대경파미르,2024-04-05,32000,84.9426,10,2019,삼일로106번길
삼호맨션,2024-04-08,8300,56.26,2,1990,하대로106번길
신안주공2,2024-04-03,12350,49.97,15,1996,신안들말길
두산위브,2024-04-07,23000,84.991,17,2009,중장로154번길
신진주역세권우미린더시그니처,2024-04-07,47040,84.9888,13,2024,진주역로
혁신도시엘에이치아파트8단지,2024-04-04,28300,59.97,4,2015,사들로
힐스테이트초전,2024-04-06,39900,84.9196,2,2019,초북로
메이힐스,2024-04-06,29000,84.7604,5,2018,진양호로239번길
혁신도시엘에이치아파트9단지,2024-04-03,28900,59.97,1,2017,사들로
두산위브,2024-04-05,22000,84.995,12,2009,중장로154번길
진주혁신도시중흥에스-클래스센트럴시티2단지,2024-04-07,59000,99.8723,19,2020,에나로
칠암대덕,2024-04-04,13700,59.97,2,2004,진주대로942번길
들말대경,2024-04-06,18400,59.595,13,1998,석갑로53번길
한주타운,2024-04-01,17200,84.63,5,1992,진주대로1208번길
스카이시티프라디움,2024-04-06,46000,84.991,15,2019,개양로
진주우방아이유쉘,2024-04-06,32400,84.9578,12,2017,삼일로
신안주공3,2024-04-04,17100,59.8,5,1997,석갑로
금산흥한골든빌,2024-04-03,12200,58.12,11,2002,금산로
동신,2024-04-01,11000,84.37,3,1990,진양호로125번길
진주혁신코오롱하늘채,2024-04-04,38000,84.95,7,2014,사들로
한보타운,2024-04-05,9200,59.94,4,1993,진양호로97번길
금호석류,2024-04-04,25750,84.87,8,1999,강남로
진주혁신도시대방노블랜드더캐슬아파트,2024-04-05,77300,84.9474,20,2018,사들로
아르피오빌,2024-04-04,8700,58.55,6,2004,북장대로63번길
가호에일린의뜰,2024-04-01,39900,84.9982,5,2012,강변길
초전해모로루비채4단지,2024-04-02,36950,84.9908,18,2014,초북로
동일스위트,2024-04-01,20000,71.7507,19,2008,공단로
한보(하대3차),2024-04-02,14900,84.97,7,1993,남강로
흥한,2024-04-04,8400,84.99,3,1990,선학산길
진주우방아이유쉘,2024-04-04,31000,84.9578,5,2017,삼일로
쌍용,2024-04-01,14800,84.96,5,1996,말티고개로108번길
벽산블루밍(구)동신,2024-04-02,8300,52.53,9,1993,진양호로125번길
금산e편한세상,2024-04-03,29200,121.9893,20,2008,금산순환로80번길
금산흥한골든빌,2024-04-03,8400,48.31,4,2002,금산로
진주혁신도시중흥에스-클래스더프라임,2024-04-03,52000,84.9912,6,2019,소호로19번길
평거휴먼시아4단지,2024-04-03,35000,84.98,5,2011,새평거로
상대주공,2024-04-01,7000,40.99,5,1980,상대로
스카이시티프라디움,2024-04-03,46500,84.9818,10,2019,개양로
진주혁신도시센텀리버파크,2024-04-02,40200,84.95,10,2013,사들로
이현하이클래스웰가,2024-04-02,32200,84.07,17,2008,진주대로
이지더원,2024-04-02,54500,113.588,15,2018,초장로
이지더원,2024-04-02,43500,84.9614,13,2018,초장로
일반성에이원,2024-04-02,9000,59.9461,2,2016,동부로
진주혁신도시중흥에스-클래스더프라임,2024-04-01,50000,84.9858,3,2019,소호로19번길
더퀸즈웰가,2024-04-01,35000,75.6705,5,2015,새평거로
남강휴먼빌,2024-05-27,33000,84.9679,10,2010,순환로
진주초장엠코타운더이스턴파크,2024-05-24,32500,73.6669,8,2014,초북로
동일스위트,2024-05-12,22200,71.7507,7,2008,공단로
동신,2024-05-10,7200,59.92,9,1992,광제산로
상대한주그린,2024-05-04,15500,84.89,6,1999,선학산길
진주혁신도시중흥에스-클래스더퍼스트,2024-05-28,76000,99.9097,16,2020,충의로
진주초장엠코타운더이스턴파크,2024-05-14,32000,84.9915,3,2014,초북로
진주혁신도시중흥에스-클래스더퍼스트,2024-05-28,76000,99.9097,16,2020,충의로
이현하이클래스웰가,2024-05-30,27000,75.07,19,2008,진주대로
진주혁신도시중흥에스-클래스더퍼스트,2024-05-28,76000,99.9097,16,2020,충의로
대림,2024-05-30,10500,59.91,10,1995,말티고개로
더퀸즈웰가,2024-05-31,53500,100.6401,21,2015,새평거로
진주우방아이유쉘,2024-05-31,30000,84.9578,17,2017,삼일로
평거휴먼시아3단지,2024-05-31,42200,84.95,14,2011,새평거로
진주혁신도시대방노블랜드더캐슬아파트,2024-05-29,60800,84.9474,9,2018,사들로
신안주공3,2024-05-28,13850,49.96,6,1997,석갑로
대주엘리시안,2024-05-25,12500,58.284,9,2016,동부로1959번길
현대,2024-05-22,16500,84.945,9,1992,진양호로51번길
금산흥한골든빌,2024-05-30,12800,73.61,14,2002,금산로
현대,2024-05-24,14500,84.99,5,1991,모덕로181번길
대림,2024-05-28,13500,72.238,14,1991,도동천로
진주혁신도시중흥에스-클래스더퍼스트,2024-05-27,70000,99.864,6,2020,충의로
힐스테이트초전,2024-05-26,40900,84.9351,2,2019,초북로
두산위브,2024-05-27,33500,170.356,2,2009,중장로154번길
진주초장엠코타운더이스턴파크,2024-05-24,32000,73.556,7,2014,초북로
흥한타운1,2024-05-22,23800,149.325,4,1993,진양호로328번길
휴앤인엘리시움,2024-05-31,54500,117.768,4,2019,에나로
대림,2024-05-31,8300,72.61,6,1989,남강로
주공그린빌,2024-05-29,18400,59.27,4,2005,내동로348번길
주공그린빌,2024-05-29,17400,51.74,18,2005,내동로348번길
진주평거우방아이유쉘스카이팰리스,2024-05-21,44600,84.2136,21,2019,진양호로
시티프라디움,2024-05-18,47000,84.9941,26,2020,진주역로
센트렐웰가,2024-05-30,39800,75.3872,1,2018,진주역로73번길
혁신도시엘에이치아파트9단지,2024-05-31,32000,59.97,9,2017,사들로
삼전3,2024-05-12,11000,75.73,3,1989,하대로106번길
힐스테이트초전,2024-05-27,44400,84.9196,20,2019,초북로
상평동신,2024-05-27,5000,28.56,15,1997,돗골로117번길
동국강변타워2,2024-05-14,12100,83.75,13,1992,돗골로19번길
진주혁신도시중흥에스-클래스더프라임,2024-05-24,59000,97.7268,14,2019,소호로19번길
진주문산코아루,2024-05-18,30300,84.9867,12,2010,월아산로1117번길
진주문산코아루,2024-05-23,32400,84.591,7,2010,월아산로1117번길
초전해모로루비채4단지,2024-05-26,37450,84.9671,8,2014,초북로
두산위브,2024-05-28,24000,84.991,19,2009,중장로154번길
스카이시티프라디움,2024-05-31,43500,84.9818,4,2019,개양로
진주혁신도시센텀리버파크,2024-05-31,40000,84.83,15,2013,사들로
센트렐웰가,2024-05-31,43300,75.7795,7,2018,진주역로73번길
진주혁신도시대방노블랜드더캐슬아파트,2024-05-22,63000,84.9899,19,2018,사들로
진주우방아이유쉘,2024-05-31,30500,84.9578,5,2017,삼일로
현대,2024-05-27,22750,84.955,6,1997,초전남로
현대,2024-05-31,13400,59.89,6,1996,하대로
진주혁신도시중흥에스-클래스더프라임,2024-05-31,53000,84.9912,7,2019,소호로19번길
이현하이클래스웰가,2024-05-12,29700,84.98,19,2008,진주대로
진주혁신도시대방노블랜드더캐슬아파트,2024-05-17,70000,103.3591,10,2018,사들로
가좌주공1차,2024-05-27,16000,49.94,13,1993,가호로
금산e편한세상,2024-05-25,27000,121.9893,4,2008,금산순환로80번길
청구타운,2024-05-22,16100,59.99,5,1997,대신로475번길
신안주공2,2024-05-31,17300,59.8,11,1996,신안들말길
엠코타운더프라하,2024-05-29,61500,100.8222,16,2014,새평거로
벽산블루밍(구)동신,2024-05-30,8600,59.76,15,1993,진양호로125번길
진주혁신도시대방노블랜드더캐슬아파트,2024-05-10,69500,103.9623,6,2018,사들로
스카이시티프라디움,2024-05-24,46750,84.991,30,2019,개양로
두산위브,2024-05-17,22200,84.994,6,2009,중장로154번길
진주혁신도시대방노블랜드더캐슬아파트,2024-05-26,65200,104.8302,2,2018,사들로
평거현대2,2024-05-18,17200,59.92,12,1994,신안들말길
진주초장엠코타운더이스턴파크,2024-05-31,31500,73.6669,3,2014,초북로
진주혁신도시중흥에스-클래스더프라임,2024-05-30,57300,97.7268,10,2019,소호로19번길
한주한보,2024-05-13,13000,59.73,18,1995,망경로296번길
상대한보타운,2024-05-24,18500,75.06,6,2002,도동천로
벽산블루밍(구)동신,2024-05-28,9800,59.76,16,1993,진양호로125번길
삼성,2024-05-22,16700,59.886,11,1996,동부로43번길
진주혁신도시중흥에스-클래스더퍼스트,2024-05-23,68400,99.864,3,2020,충의로
평거휴먼시아4단지,2024-05-31,26500,59.98,8,2011,새평거로
센트렐웰가,2024-05-24,46000,75.3872,30,2018,진주역로73번길
덕산,2024-05-25,10000,59.73,7,1995,서장대로178번길
이현하이클래스웰가,2024-05-30,27000,75.07,19,2008,진주대로
들말대경,2024-05-25,17200,59.595,4,1998,석갑로53번길
한보(하대3차),2024-05-29,9500,58.5,15,1993,남강로
진주혁신도시중흥에스-클래스센트럴시티3단지,2024-05-29,60000,99.8146,31,2020,에나로175번길
진주정촌대경파미르,2024-05-21,30000,84.9426,14,2019,삼일로106번길
진주푸르지오1단지,2024-05-31,23000,84.9414,13,2007,덕의길
진주혁신도시중흥에스-클래스더퍼스트,2024-05-25,71500,99.864,20,2020,충의로
진주초장엠코타운더이스턴파크,2024-05-24,32500,73.6669,8,2014,초북로
남강휴먼빌,2024-05-27,33000,84.9679,10,2010,순환로
진주혁신도시중흥에스-클래스더퍼스트,2024-05-29,74000,99.864,11,2020,충의로
혁신도시엘에이치5단지,2024-05-25,37000,84.95,5,2014,충의로
한림풀에버,2024-05-08,41300,84.9644,19,2015,소호로
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-05-19,54900,84.9815,12,2020,에나로175번길
포레나신진주,2024-05-24,45000,84.9515,17,2019,진주역로96번길
금산흥한골든빌,2024-05-25,15800,84.88,5,2002,금산로
두산위브,2024-05-26,22300,84.994,17,2009,중장로154번길
힐스테이트초전,2024-05-28,46400,84.9196,19,2019,초북로
그린타운,2024-05-19,11500,68.9,10,1992,석갑로156번길
진주초전푸르지오1단지,2024-05-29,42900,121.144,19,2009,초장로14번길
진주문산코아루,2024-05-22,35000,84.9867,10,2010,월아산로1117번길
흥한타운1,2024-05-22,23800,149.325,4,1993,진양호로328번길
혁신도시엘에이치아파트8단지,2024-05-28,30000,59.97,12,2015,사들로
진주혁신도시대방노블랜드더캐슬아파트,2024-05-15,71000,103.3591,10,2018,사들로
스카이시티프라디움,2024-05-10,47000,84.991,27,2019,개양로
신안주공2,2024-05-15,14500,49.97,3,1996,신안들말길
혁신도시엘에이치아파트9단지,2024-05-31,33000,59.97,19,2017,사들로
진주혁신도시중흥에스-클래스센트럴시티3단지,2024-05-27,53000,84.9815,27,2020,에나로175번길
한보타운,2024-05-31,15000,84.6,13,1993,진양호로97번길
진주정촌대경파미르,2024-05-12,30000,76.253,5,2019,삼일로106번길
진주혁신도시중흥에스-클래스더퍼스트,2024-05-28,76000,99.9097,16,2020,충의로
신안주공1,2024-05-14,23000,84.98,3,1998,신안들말길
센트렐웰가,2024-05-24,46000,75.3872,30,2018,진주역로73번길
진주강남동일동미라주,2024-05-25,40000,84.9806,34,2021,진주대로891번길
대경강남타운,2024-05-14,13250,59.81,8,1997,진주대로891번길
신익무지개,2024-05-29,5300,54.24,4,1987,숙호산로
진주초장엠코타운더이스턴파크,2024-05-31,35000,101.828,23,2014,초북로
들말흥한타운,2024-05-30,21050,59.871,11,1998,석갑로
한주럭키타운,2024-05-21,28000,123.33,4,1990,진주대로
금산흥한골든빌,2024-05-27,18900,84.88,13,2002,금산로
경남빌라다동(240-0),2024-05-11,6300,66.24,6,1991,숙호산로
가좌주공1차,2024-05-29,11700,38.64,10,1993,가호로
망경한보타운,2024-05-27,13100,59.44,15,1997,망경로
진주혁신도시중흥에스-클래스더프라임,2024-05-23,52000,84.9858,6,2019,소호로19번길
금산흥한골든빌,2024-05-08,16000,84.88,12,2002,금산로
진주초전푸르지오1단지,2024-05-30,55700,162.517,15,2009,초장로14번길
두산위브,2024-05-17,30000,139.31,9,2009,중장로154번길
대경그린파크,2024-05-29,11500,59.85,13,1994,순환로573번길
한주타운,2024-05-20,17500,74.95,12,1992,진주대로1208번길
국민주택,2024-05-20,4900,33.39,4,1992,진양호로97번길
초전해모로루비채4단지,2024-05-24,44000,100.8994,10,2014,초북로
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-05-23,50000,84.8046,4,2020,에나로175번길
혁신도시엘에이치5단지,2024-05-25,38900,84.95,7,2014,충의로
금산e편한세상,2024-05-29,26000,121.9893,10,2008,금산순환로80번길
힐스테이트초전,2024-05-25,43700,84.9196,31,2019,초북로
진주혁신도시라온프라이빗아파트,2024-05-24,49000,84.8922,3,2017,대밭골로
더퀸즈웰가,2024-05-21,36700,65.6733,19,2015,새평거로
진주혁신도시대방노블랜드더캐슬아파트,2024-05-20,74000,103.9623,12,2018,사들로
진주푸르지오1단지,2024-05-30,24900,115.1967,4,2007,덕의길
엠코타운더프라하,2024-05-23,68000,119.7937,11,2014,새평거로
더퀸즈웰가,2024-05-28,36900,65.6733,21,2015,새평거로
금산흥한골든빌,2024-05-29,10500,58.12,1,2002,금산로
동일스위트,2024-05-10,28500,84.9692,13,2008,공단로
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-05-16,53800,84.8046,23,2020,에나로175번길
진주혁신코오롱하늘채,2024-05-24,39000,84.95,7,2014,사들로
진주초전푸르지오2단지,2024-05-27,44000,125.029,3,2010,초장로14번길
현대,2024-05-26,19300,84.945,9,1992,진양호로51번길
일반성에이원,2024-05-17,9800,59.9461,7,2016,동부로
들말한보타운,2024-05-20,25200,84.98,2,1997,평거로39번길
평거현대1,2024-05-29,14990,59.4,15,1993,평거로115번길
동일스위트,2024-05-12,22200,71.7507,7,2008,공단로
진주초전푸르지오2단지,2024-05-22,43000,125.029,4,2010,초장로14번길
금호석류,2024-05-23,39500,155.81,2,1999,강남로
평거하우스토리,2024-05-22,38500,108.57,3,2009,진양호로239번길
동일스위트,2024-05-04,19000,59.9647,2,2008,공단로
혁신도시엘에이치아파트8단지,2024-05-11,30500,59.97,5,2015,사들로
주공그린빌,2024-05-28,16500,51.74,6,2005,내동로348번길
금산아이파크,2024-05-09,22400,84.17,16,2004,중천로
진주초전푸르지오2단지,2024-05-24,44200,101.977,20,2010,초장로14번길
금산느티나무,2024-05-14,16400,74.88,10,2003,중천로
진주혁신도시대방노블랜드더캐슬아파트,2024-05-18,68900,103.3591,19,2018,사들로
진주혁신도시중흥에스-클래스더퍼스트,2024-05-11,74000,99.864,17,2020,충의로
진주혁신도시대방노블랜드더캐슬아파트,2024-05-13,65000,103.3591,2,2018,사들로
이현주공,2024-05-23,13500,49.22,3,1983,서장대로
동신,2024-05-18,13300,84.6,1,1992,광제산로
진주혁신도시중흥에스-클래스더프라임,2024-05-21,57700,97.7268,4,2019,소호로19번길
한보타워,2024-05-27,17000,83.93,11,1991,남강로491번길
한주파크맨션,2024-05-03,12000,76.44,11,1990,남강로
한보타운,2024-05-28,11000,59.94,16,1993,진양호로97번길
한보타운,2024-05-28,11000,59.94,16,1993,진양호로97번길
한보은빛마을,2024-05-04,23000,84.86,1,2002,천수로
신안국제맨션,2024-05-27,5500,44.85,3,1987,석갑로
하대주공,2024-05-22,7000,36.2,1,1982,상대로
진주혁신도시대방노블랜드더캐슬아파트,2024-05-20,59700,84.9474,7,2018,사들로
동신,2024-05-21,5500,49.72,1,1992,광제산로
진주혁신도시중흥에스-클래스더프라임,2024-05-10,46000,84.9858,8,2019,소호로19번길
금산흥한골든빌,2024-05-22,5900,37.84,15,2002,금산로
더퀸즈웰가,2024-05-20,31300,58.7908,20,2015,새평거로
센트렐웰가,2024-05-27,52000,84.9914,31,2018,진주역로73번길
허브플러스빌,2024-05-03,16000,81.5,3,2004,대신로299번길
센트렐웰가,2024-05-17,49000,84.9222,12,2018,진주역로73번길
더퀸즈웰가,2024-05-07,56900,100.6401,7,2015,새평거로
평거휴먼시아4단지,2024-05-08,27500,59.98,5,2011,새평거로
이현한주맨션,2024-05-23,9000,83.24,3,1987,서장대로278번길
진주정촌대경파미르,2024-05-27,30000,84.9426,3,2019,삼일로106번길
고려맨션,2024-05-23,6500,80.73,6,1991,서장대로178번길
한보타워,2024-05-25,14400,80.9,7,1991,남강로491번길
진주문산파란채,2024-05-15,20800,84.9015,4,2010,월아산로1048번길
진주문산코아루,2024-05-17,29500,84.9844,16,2010,월아산로1117번길
진주혁신도시중흥에스-클래스더프라임,2024-05-18,52500,84.9912,2,2019,소호로19번길
망경한보타운,2024-05-10,17000,84.82,4,1997,망경로
진주초장엠코타운더이스턴파크,2024-05-22,31300,73.556,4,2014,초북로
진주초장엠코타운더이스턴파크,2024-05-10,35300,84.977,6,2014,초북로
신안주공3,2024-05-22,15000,59.8,2,1997,석갑로
진주혁신도시센텀리버파크,2024-05-10,40600,84.95,10,2013,사들로
진주정촌대경파미르,2024-05-07,33000,84.9426,5,2019,삼일로106번길
금산흥한골든빌,2024-05-10,11300,58.12,2,2002,금산로
상대한주그린,2024-05-04,15500,84.89,6,1999,선학산길
평거주공1차,2024-05-15,9200,39.69,5,1988,진양호로185번길
스카이시티프라디움,2024-05-11,50500,84.9898,25,2019,개양로
상봉2,2024-05-19,7800,53.85,5,1986,진주성로147번길
혁신도시엘에이치아파트9단지,2024-05-18,32000,59.97,15,2017,사들로
신안주공2,2024-05-17,11900,49.97,7,1996,신안들말길
들말대경,2024-05-10,17700,59.595,15,1998,석갑로53번길
한주한보,2024-05-04,15500,59.73,7,1995,망경로296번길
망경한보타운,2024-05-22,19000,84.82,9,1997,망경로
진주혁신도시중흥에스-클래스더퍼스트,2024-05-11,68000,99.864,3,2020,충의로
더퀸즈웰가,2024-05-23,30000,58.7908,12,2015,새평거로
한주타운,2024-05-21,16400,74.95,15,1992,진주대로1208번길
진주혁신도시대방노블랜드더캐슬아파트,2024-05-07,57800,84.9899,4,2018,사들로
신안주공3,2024-05-13,16500,59.8,14,1997,석갑로
진주혁신도시중흥에스-클래스더퍼스트,2024-05-10,71000,99.864,6,2020,충의로
새진주맨션,2024-05-19,8200,66.6,3,1986,모덕로64번길
금호석류,2024-05-22,26000,84.87,11,1999,강남로
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-05-16,61500,99.8146,20,2020,에나로175번길
가좌주공1차,2024-05-20,8000,38.64,10,1993,가호로
현대,2024-05-22,21000,59.92,16,2000,진주대로815번길
현대,2024-05-11,18800,84.93,10,1996,하대로
한림풀에버,2024-05-03,42000,84.9644,10,2015,소호로
초전해모로루비채4단지,2024-05-15,43500,100.8994,5,2014,초북로
스카이시티프라디움,2024-05-22,46300,84.9898,4,2019,개양로
이지더원,2024-05-22,36780,73.2086,8,2018,초장로
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-05-13,52700,84.9815,11,2020,에나로175번길
현대금빛마을,2024-05-22,10300,84.876,7,2000,진산로
진주혁신도시중흥에스-클래스더퍼스트,2024-05-15,81700,113.4763,3,2020,충의로
진주혁신도시중흥에스-클래스더퍼스트,2024-05-11,69000,99.864,9,2020,충의로
초전해모로루비채2단지,2024-05-17,35400,84.9671,6,2014,초북로
진주혁신도시대방노블랜드더캐슬아파트,2024-05-12,59000,84.9899,5,2018,사들로
제일풍경채,2024-05-22,38400,110.7705,5,2007,가좌안골길21번길
주공그린빌,2024-05-10,19500,59.27,15,2005,내동로348번길
신안주공1,2024-05-22,23000,74.83,2,1998,신안들말길
포레나신진주,2024-05-06,47300,84.9515,18,2019,진주역로96번길
신안주공3,2024-05-17,16500,59.8,15,1997,석갑로
혁신도시엘에이치아파트8단지,2024-05-07,29500,59.96,11,2015,사들로
진주혁신코오롱하늘채,2024-05-12,35700,84.95,3,2014,사들로
상대한보타운,2024-05-20,25500,83.52,5,2002,도동천로
센트렐웰가,2024-05-17,37000,59.8868,32,2018,진주역로73번길
대동,2024-05-22,6400,55.97,2,1979,도동천로184번길
들말대경,2024-05-21,17700,59.595,10,1998,석갑로53번길
현대금빛마을,2024-05-22,12000,84.876,15,2000,진산로
현대,2024-05-17,14700,71.175,9,1992,진양호로51번길
현대,2024-05-20,15700,59.96,14,1997,초전남로
진주초장엠코타운더이스턴파크,2024-05-20,29750,59.9983,4,2014,초북로
금산아이파크,2024-05-06,15500,59.78,8,2004,중천로
금산느티나무,2024-05-14,13550,59.42,16,2003,중천로
럭키강변,2024-05-12,14900,74.21,11,1991,남강로
두산위브,2024-05-09,23800,112.897,2,2009,중장로154번길
금산아이파크,2024-05-04,25000,100.94,13,2004,중천로
망경한보타운,2024-05-07,12300,59.44,17,1997,망경로
이현하이클래스웰가,2024-05-10,31500,84.07,18,2008,진주대로
주공그린빌,2024-05-20,17800,51.74,16,2005,내동로348번길
신안국제맨션,2024-05-21,4300,54.2,5,1987,석갑로
삼호그린맨션,2024-05-21,11000,77.69,5,1992,망경로296번길
한보하이타운,2024-05-11,14700,78.81,21,1995,순환로553번길
이현하이클래스웰가,2024-05-11,52700,176.73,16,2008,진주대로
동서훼밀리,2024-05-10,6800,55.89,10,1992,선학산길
혁신도시엘에이치5단지,2024-05-12,38000,84.95,13,2014,충의로
주공그린빌,2024-05-13,26400,84.9,14,2005,내동로348번길
가좌주공1차,2024-05-11,13100,41.3,15,1993,가호로
진주혁신도시센텀리버파크,2024-05-14,40000,75.76,22,2013,사들로
대영,2024-05-05,12500,84.86,3,1992,말티고개로
동신,2024-05-18,7200,59.92,9,1992,광제산로
한림풀에버,2024-05-06,41000,84.9644,11,2015,소호로
주공그린빌,2024-05-20,16500,51.74,3,2005,내동로348번길
현대,2024-05-10,27800,84.98,11,2000,진주대로815번길
삼호맨션,2024-05-15,10900,76.55,3,1990,하대로106번길
진주정촌대경파미르,2024-05-10,30000,76.253,8,2019,삼일로106번길
진주정촌대경파미르,2024-05-08,29000,76.253,10,2019,삼일로106번길
현대,2024-05-11,17500,59.92,2,2000,진주대로815번길
대경,2024-05-17,25000,83.304,13,2000,가호로
신안주공1,2024-05-12,22000,84.98,2,1998,신안들말길
힐스테이트초전,2024-05-19,44700,84.9196,9,2019,초북로
신안주공1,2024-05-14,25500,84.91,3,1998,신안들말길
진주혁신도시대방노블랜드더캐슬아파트,2024-05-06,57000,84.9899,5,2018,사들로
진주정촌대경파미르,2024-05-18,31500,84.9426,10,2019,삼일로106번길
진주혁신도시중흥에스-클래스더프라임,2024-05-18,53000,84.9912,8,2019,소호로19번길
한림풀에버,2024-05-13,42700,84.9088,10,2015,소호로
진주정촌대경파미르,2024-05-10,34100,84.9625,16,2019,삼일로106번길
힐스테이트초전,2024-05-18,43500,84.9196,27,2019,초북로
진주평거우방아이유쉘스카이팰리스,2024-05-13,40650,84.2136,8,2019,진양호로
현대,2024-05-04,21500,59.92,17,2000,진주대로815번길
한주럭키타운,2024-05-06,23400,84.56,8,1990,진주대로
금호석류,2024-05-14,26000,84.87,20,1999,강남로
진흥더루벤스,2024-05-16,24000,122.1795,13,2009,금산로
신안주공2,2024-05-17,13700,49.97,11,1996,신안들말길
동신,2024-05-10,5400,49.72,5,1992,광제산로
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-05-14,52500,84.8046,26,2020,에나로175번길
진주혁신도시대방노블랜드더캐슬아파트,2024-05-17,69000,103.3591,19,2018,사들로
신안주공1,2024-05-12,26700,84.98,5,1998,신안들말길
남강휴먼빌,2024-05-17,31900,84.9499,22,2010,순환로
들말대경,2024-05-03,31000,123.255,5,1998,석갑로53번길
진주초전푸르지오2단지,2024-05-16,44800,125.029,21,2010,초장로14번길
한주타운,2024-05-14,18700,84.63,15,1992,진주대로1208번길
더퀸즈웰가,2024-05-07,38700,75.4984,10,2015,새평거로
삼환나우빌,2024-05-07,52500,129.138,6,2009,진주대로829번길
한림풀에버,2024-05-14,35800,67.3717,6,2015,소호로
대동디지털황토,2024-05-14,26000,84.8805,12,2003,가호로44번길
진흥더루벤스,2024-05-12,24000,122.1795,6,2009,금산로
화광비발디,2024-05-16,17000,84.6132,6,2007,중천로67번길
신안주공2,2024-05-09,12700,49.97,6,1996,신안들말길
현대,2024-05-03,19970,59.92,10,2000,진주대로815번길
벽산블루밍(구)동신,2024-05-06,14000,72.86,15,1993,진양호로125번길
미르젠,2024-05-07,18000,81.81,2,2017,하대로26번길
건영아모리움,2024-05-15,28200,78.8694,18,2017,진양호로225번길
초전흥한,2024-05-07,26200,103.99,2,2001,초전남로
칠암한주타운,2024-05-15,19700,84.725,16,1995,강남로
가좌주공1차,2024-05-15,13000,41.3,7,1993,가호로
진주혁신도시중흥에스-클래스센트럴시티3단지,2024-05-05,50000,84.8046,4,2020,에나로175번길
현대,2024-05-15,25800,84.98,5,2000,진주대로815번길
망경한보타운,2024-05-04,17100,84.82,6,1997,망경로
평거대화리네르빌,2024-05-14,22500,84.71,15,2004,순환로559번길
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-05-14,52500,84.8046,26,2020,에나로175번길
스카이시티프라디움,2024-05-06,48800,84.9898,19,2019,개양로
진주초장엠코타운더이스턴파크,2024-05-03,29500,59.9983,16,2014,초북로
금산흥한골든빌,2024-05-09,11500,58.12,6,2002,금산로
진흥더루벤스,2024-05-01,21000,84.9861,4,2009,금산로
평거현대1,2024-05-11,14900,59.4,13,1993,평거로115번길
이현주공,2024-05-05,13000,49.22,5,1983,서장대로
진주혁신도시중흥에스-클래스더프라임,2024-05-09,50000,84.9912,8,2019,소호로19번길
진주혁신도시중흥에스-클래스더프라임,2024-05-09,50000,84.9912,8,2019,소호로19번길
혁신도시엘에이치아파트9단지,2024-05-14,29000,59.97,2,2017,사들로
진주혁신도시라온프라이빗아파트,2024-05-13,42700,79.0385,5,2017,대밭골로
엠코타운더프라하,2024-05-13,38000,84.9651,16,2014,새평거로
한주럭키타운,2024-05-11,23400,84.81,6,1990,진주대로
제일풍경채,2024-05-04,41500,110.7705,4,2007,가좌안골길21번길
가좌주공1차,2024-05-04,17000,49.94,10,1993,가호로
평거휴먼시아3단지,2024-05-07,35900,84.97,7,2011,새평거로
신안주공3,2024-05-13,15000,49.96,7,1997,석갑로
엠코타운더프라하,2024-05-13,38000,84.9651,16,2014,새평거로
주공그린빌,2024-05-03,15800,51.74,2,2005,내동로348번길
금산흥한골든빌,2024-05-08,16700,84.88,12,2002,금산로
일동,2024-05-13,10400,59.86,9,1994,초전북로
혁신도시엘에이치5단지,2024-05-04,35000,84.95,2,2014,충의로
가좌주공1차,2024-05-12,15750,49.94,2,1993,가호로
진주혁신도시대방노블랜드더캐슬아파트,2024-05-12,69000,103.3591,19,2018,사들로
진주평거우방아이유쉘스카이팰리스,2024-05-11,44600,84.2136,31,2019,진양호로
진주센트럴자이,2024-05-09,55500,120.527,17,2013,도동천로
신안주공1,2024-05-06,24000,84.98,9,1998,신안들말길
대경강변맨션,2024-05-09,12400,84.96,2,1991,남강로503번길
진주평거우방아이유쉘스카이팰리스,2024-05-12,44500,84.8954,6,2019,진양호로
주공그린빌,2024-05-09,19400,59.27,9,2005,내동로348번길
남강카누빌1,2024-05-11,15800,95.71,6,2001,모덕로
진주초장엠코타운더이스턴파크,2024-05-10,35300,84.977,6,2014,초북로
금산아이파크,2024-05-10,15900,59.78,1,2004,중천로
초전해모로루비채2단지,2024-05-08,35000,84.9671,4,2014,초북로
이현하이클래스웰가,2024-05-01,30000,84.78,3,2008,진주대로
이현하이클래스웰가,2024-05-03,24200,75.07,2,2008,진주대로
진주혁신도시중흥에스-클래스더프라임,2024-05-09,50000,84.9912,8,2019,소호로19번길
현대,2024-05-06,15500,59.96,4,1997,초전남로
현대,2024-05-10,19000,84.55,4,1989,천수로
